31537	10.604297	0.284046	3
76631	8.594511	0.781181	1
70278	10.632419	0.469406	1
32576	10.405473	0.738699	3
22368	2.451027	1.291891	1
74613	12.589789	1.115961	1
39281	9.391270	1.292623	3
3285	4.486072	0.136313	2
7690	4.193919	1.489175	2
9897	2.504510	0.653906	2
41612	9.510372	0.655280	3
11121	2.174142	0.417674	2
8806	0.000000	0.171357	2
8537	0.000000	0.748992	2
72913	9.209562	0.249876	1
46462	2.352037	0.340289	1
38513	9.320779	0.227562	3
331	5.756541	0.019935	2
46321	5.101862	0.567196	1
8273	4.058355	0.971172	2
15643	2.877934	1.541589	2
67646	6.408538	0.491958	1
5165	0.892577	0.808242	2
67888	6.492293	1.534054	1
45619	14.058674	1.152251	3
37329	7.373414	0.301288	3
4235	4.581742	1.362468	2
36381	8.864397	0.139393	3
41512	1.497229	1.478488	1
31472	11.948567	1.624799	3
870	4.601143	1.637027	2
31361	8.629501	1.566108	3
5024	5.155419	1.574110	2
39821	0.170690	0.265769	1
52754	0.000000	0.032468	1
12491	4.604226	1.668537	2
33933	3.163363	0.412405	1
27502	12.792690	0.044040	3
67964	1.907675	1.386236	1
69560	8.779534	1.079165	1
70026	12.643500	0.617929	1
39791	9.945436	0.146425	3
34955	6.125464	1.419705	1
24507	8.992272	0.842484	3
48060	8.723414	1.106145	3
6505	2.745847	0.560999	2
14020	2.961455	1.465443	2
13809	0.000000	1.296937	2
69597	8.693990	0.711493	1
45346	7.647627	0.980283	3
27132	1.002443	1.197838	1
41714	10.563408	1.105067	3
79755	13.072060	1.663254	1
13778	7.078147	0.021226	2
39512	3.736682	1.168405	1
72353	11.056550	0.730989	1
35568	0.000000	0.355281	1
7336	3.765163	0.886748	2
70851	8.653085	0.333007	1
36910	8.859798	0.601801	3
37565	6.627767	0.276820	3
30406	2.560747	0.437179	1
52516	4.345009	0.454286	1
51073	4.435384	0.813650	1
15741	10.787536	1.024618	3
17394	1.693461	0.643398	2
31629	11.473768	0.313551	3
28363	9.637205	1.064956	3
72831	12.549098	1.309979	1
4093	0.501772	0.056451	2
24216	10.757994	0.277454	3
49644	11.683044	1.399073	3
63975	7.059134	1.515239	1
74917	15.928700	0.660238	1
33043	12.333193	0.221053	3
41626	11.791699	0.435484	3
29877	13.587547	1.518573	3
62820	9.416779	1.221739	1
23056	3.019005	1.663217	1
14985	6.913645	0.135188	2
13632	4.372371	1.197638	2
47693	2.824739	0.611029	1
9288	1.529524	0.791583	2
75730	15.996543	0.748672	1
6449	1.150758	1.128344	2
10229	2.716058	1.575544	2
7924	3.339784	1.027216	2
46520	6.586872	0.690768	3
28230	12.103378	0.432215	3
46424	11.963799	1.646012	3
14867	2.555654	1.539659	2
43420	11.637727	1.344923	3
12032	5.499973	1.527532	2
64929	7.453385	0.618033	1
33868	2.827718	0.694745	1
52664	12.132087	1.280726	3
71060	8.679142	1.607359	1
3775	6.054647	0.620854	2
43593	8.820695	0.964481	3
38374	10.699207	0.548079	3
32094	0.914826	0.804825	1
61363	2.432989	1.140912	1
16274	5.351420	0.084015	2
32347	10.937055	1.310899	3
37619	10.438981	1.402416	3
12801	2.668905	1.228086	2
42122	10.241372	1.549900	3
30489	2.384407	0.715958	1
33796	8.228645	1.634978	3
37447	13.569510	0.263685	3
10105	0.000000	1.067436	2
31574	10.855641	0.939585	3
12172	3.294424	1.362131	2
55073	13.135147	0.335329	3
14527	0.000000	0.784706	2
16473	0.000000	1.197302	2
71935	8.476637	0.099314	1
6318	1.998670	0.927610	2
3409	0.617726	1.504220	2
40718	2.654418	0.636235	1
5423	5.358191	0.395215	2
36686	1.996677	1.456819	1
21731	10.799826	1.202592	3
14327	4.238716	1.450247	2
38548	2.763098	1.344715	1
12478	8.471405	0.421371	2
38217	9.479528	0.260359	3
30080	14.878270	1.156532	3
7992	2.432744	0.170007	2
47842	2.048730	1.559118	1
37047	4.598687	1.094867	1
25097	11.623352	0.920296	3
71825	12.215620	0.638282	1
32164	8.730891	0.253174	3
11710	5.441535	0.710364	2
25106	12.945908	1.192676	3
34017	11.240319	0.801931	3
39423	1.842029	0.986393	1
46325	11.748784	0.209924	3
37796	9.900814	0.809135	3
73941	11.495326	0.681123	1
47871	9.758613	1.696771	3
36668	5.758261	1.068306	1
66928	9.194529	1.066159	1
62014	7.990253	0.135103	1
55953	13.475391	0.151130	3
38893	6.698632	0.120015	3
36593	0.000000	1.587077	1
29964	8.317624	0.085371	3
10051	3.620550	0.465407	2
73031	10.253319	0.812065	1
28202	4.390465	0.541802	1
19863	8.400548	0.318709	3
23233	4.465663	1.062454	1
29610	4.074035	0.962641	1
31597	12.471758	0.840914	3
24374	8.099643	1.195001	3
22319	11.006573	1.194414	3
12777	0.000000	0.563718	2
9073	0.570234	1.442461	2
52214	9.596673	0.344689	3
37135	10.917516	0.873718	3
57005	7.069292	0.762127	1
41290	7.028088	0.019106	3
8579	2.147240	0.190150	2
42232	8.361596	1.335376	3
31840	11.032476	0.575364	3
38391	5.482893	1.090095	1
29678	6.893165	1.307073	3
56258	1.548488	0.893219	1
45136	10.466523	0.083061	3
3915	4.761369	0.782912	2
69667	8.113106	0.750966	1
75570	3.842051	0.787710	1
6111	5.352726	1.102410	2
24876	6.669419	0.196344	3
45534	1.949504	1.487104	1
55139	9.933050	1.025269	3
66008	4.141271	0.802940	1
8438	0.788028	1.515188	2
6375	6.637121	1.061997	2
71032	14.013662	0.361889	1
31068	9.875874	0.978688	3
74324	10.555423	0.622703	1
47342	1.952957	1.490871	1
6763	1.412952	0.260416	2
75577	13.613236	0.709330	1
62332	4.290540	0.931755	1
69705	5.702809	0.286769	1
9701	2.326770	1.173714	2
29000	8.716701	0.550629	3
23193	12.294327	1.030326	3
16755	4.388133	1.482003	2
35181	12.406099	0.317603	3
60832	3.037687	1.368941	1
25355	3.722768	0.688657	1
13368	0.000000	0.721788	2
69992	11.661914	0.819639	1
32278	1.541800	0.449952	1
65207	11.509171	0.257801	1
35278	8.197654	0.653501	3
56190	0.000000	1.681411	1
65581	9.791765	0.870114	1
27326	11.126138	0.171611	3
10919	0.000000	1.366226	2
52361	10.881332	1.390532	3
3220	0.200341	0.388377	2
8692	4.450028	0.914385	2
41326	12.759186	1.317741	3
30403	7.418079	0.646960	3
51290	3.422324	0.293684	1
28437	13.738742	0.888287	3
6132	0.124584	0.456209	2
35000	3.655319	0.685324	1
2673	4.713607	0.265247	2
59365	2.715384	0.507525	1
77118	10.791453	1.602686	1
34081	10.703717	1.111570	3
52279	1.225200	1.518353	1
65396	10.972255	0.706737	1
8655	4.712627	0.135918	2
74345	11.575433	1.185730	1
50558	4.023477	1.023395	1
3789	4.915133	0.815427	2
13607	3.663147	1.336288	2
26126	3.005215	1.295897	1
47833	8.319307	0.079739	3
60031	7.294201	1.385980	3
8133	0.401213	0.339445	2
29968	10.709934	0.756995	3
12971	2.905534	1.511712	2
45761	11.963723	1.020565	3
13105	0.000000	0.659211	2
8239	0.442180	0.922834	2
56935	4.184186	0.338456	1
8666	8.517066	1.032135	2
49825	10.062381	1.489681	3
32935	9.995921	1.218455	3
48039	3.345685	0.228110	1
79296	15.473861	1.490561	1
51799	4.917076	0.979929	3
9376	0.622838	0.954484	2
18404	1.708933	0.081643	2
3416	4.148510	0.728990	2
71581	6.627277	0.147082	1
27289	2.854030	0.345008	1
69498	5.952725	0.648752	1
10395	2.681316	1.295371	2
47626	6.356521	1.108766	1
14717	3.282482	1.438297	2
14784	0.000000	0.894150	2
4141	0.000000	1.448401	2
12301	2.391405	1.148602	2
4221	0.710051	0.735428	2
27869	7.630804	0.412990	3
72069	10.169370	0.426007	1
11643	7.676225	0.307278	2
37277	6.779884	0.915773	3
11403	0.000000	1.481209	2
58618	8.840988	1.254902	1
11700	4.441721	0.717833	2
14474	5.695936	0.297973	2
50202	12.811680	1.022593	3
28910	12.970191	1.436482	3
46337	10.557691	1.359241	3
8430	0.000000	0.085583	2
34402	10.507961	0.299695	3
69266	7.712499	0.247056	1
11337	3.261549	1.378189	2
50886	4.441919	1.654427	1
69395	15.052220	1.318749	1
6650	8.954041	0.212151	2
5577	3.464635	1.498980	2
49978	3.205135	0.426633	1
11146	1.964924	0.657918	2
19744	0.841218	0.477552	2
29762	10.960842	0.598767	3
34403	11.269654	1.584468	3
28561	10.640818	0.603361	3
57410	4.534871	0.619713	1
14526	0.000000	0.180448	2
41037	1.218909	0.201510	1
7082	1.653563	0.496137	2
15086	0.097081	0.020549	2
33002	8.533750	0.480261	3
41574	9.593091	1.006009	3
27551	4.169869	1.190657	1
42733	8.403750	0.673881	3
31870	11.175343	0.995290	3
37857	12.685031	0.658178	3
9946	2.055664	1.351412	2
73103	8.611418	0.765998	1
25626	0.620387	0.977659	1
49374	3.535635	0.884139	1
30530	10.846580	0.005559	3
53669	1.354424	1.546154	1
11696	3.534334	1.299625	2
63897	8.303925	0.787723	1
51808	3.036581	1.613682	1
26614	8.827676	1.010131	3
11165	4.336414	0.996206	2
30735	2.305421	1.504370	1
27286	5.822538	0.642613	3
34017	9.371689	1.448997	3
44858	7.424259	0.166001	3
67127	11.107859	0.450079	1
65684	9.460279	0.518097	1
19383	5.588456	0.467501	2
7070	12.384447	0.741378	2
8455	0.000000	0.488343	2
80875	12.979830	1.442895	1
5602	0.000000	1.058206	2
36924	2.071803	1.253012	1
18857	8.973311	1.057179	3
69140	7.254278	0.956241	1
68152	5.920221	1.032470	1
10671	0.474163	1.337413	2
26176	8.990980	1.430607	3
9297	0.586426	1.309736	2
8317	0.000000	1.550537	2
73810	14.232427	0.467283	1
74251	14.625260	0.885064	1
67407	10.117081	0.842851	1
